,,,,,,Daily Price Report-01-01-2025 to 31-12-2025 for Andhra Pradesh,,,,,
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,1009 Kar,FAQ,"4,500.00","4,900.00","4,700.00",Rs./Quintal,09-09-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,Fine,FAQ,"4,300.00","4,600.00","4,450.00",Rs./Quintal,09-09-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,1009 Kar,FAQ,"4,500.00","4,900.00","4,700.00",Rs./Quintal,08-09-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,Fine,FAQ,"4,400.00","4,600.00","4,500.00",Rs./Quintal,08-09-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,1009 Kar,FAQ,"4,500.00","4,900.00","4,700.00",Rs./Quintal,06-09-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,Fine,FAQ,"4,300.00","4,550.00","4,400.00",Rs./Quintal,06-09-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,1009 Kar,FAQ,"4,500.00","4,900.00","4,700.00",Rs./Quintal,04-09-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,Fine,FAQ,"4,300.00","4,500.00","4,400.00",Rs./Quintal,04-09-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,1009 Kar,FAQ,"4,500.00","4,900.00","4,700.00",Rs./Quintal,03-09-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,Fine,FAQ,"4,300.00","4,500.00","4,400.00",Rs./Quintal,03-09-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,1009 Kar,FAQ,"4,500.00","4,900.00","4,700.00",Rs./Quintal,02-09-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,Fine,FAQ,"4,300.00","4,500.00","4,400.00",Rs./Quintal,02-09-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,1009 Kar,FAQ,"4,500.00","4,900.00","4,700.00",Rs./Quintal,01-09-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,Fine,FAQ,"4,300.00","4,600.00","4,400.00",Rs./Quintal,01-09-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,1009 Kar,FAQ,"4,500.00","4,900.00","4,700.00",Rs./Quintal,30-08-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,Fine,FAQ,"4,300.00","4,500.00","4,400.00",Rs./Quintal,30-08-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,1009 Kar,FAQ,"4,500.00","5,000.00","4,700.00",Rs./Quintal,29-08-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,Fine,FAQ,"4,400.00","4,600.00","4,500.00",Rs./Quintal,29-08-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,1009 Kar,FAQ,"4,500.00","4,900.00","4,700.00",Rs./Quintal,28-08-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,Fine,FAQ,"4,300.00","4,600.00","4,400.00",Rs./Quintal,28-08-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,1009 Kar,FAQ,"4,500.00","4,900.00","4,700.00",Rs./Quintal,26-08-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,Fine,FAQ,"4,300.00","4,500.00","4,400.00",Rs./Quintal,26-08-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,1009 Kar,FAQ,"4,500.00","4,900.00","4,700.00",Rs./Quintal,25-08-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,Fine,FAQ,"4,300.00","4,500.00","4,400.00",Rs./Quintal,25-08-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,1009 Kar,FAQ,"4,500.00","4,900.00","4,700.00",Rs./Quintal,23-08-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,Fine,FAQ,"4,300.00","4,500.00","4,400.00",Rs./Quintal,23-08-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,1009 Kar,FAQ,"4,500.00","4,900.00","4,700.00",Rs./Quintal,22-08-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,Fine,FAQ,"4,300.00","4,500.00","4,400.00",Rs./Quintal,22-08-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,1009 Kar,FAQ,"4,500.00","4,900.00","4,700.00",Rs./Quintal,21-08-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,Fine,FAQ,"4,300.00","4,500.00","4,400.00",Rs./Quintal,21-08-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,1009 Kar,FAQ,"4,500.00","4,900.00","4,700.00",Rs./Quintal,20-08-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,Fine,FAQ,"4,300.00","4,500.00","4,400.00",Rs./Quintal,20-08-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,1009 Kar,FAQ,"4,500.00","4,900.00","4,700.00",Rs./Quintal,19-08-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,Fine,FAQ,"4,300.00","4,500.00","4,400.00",Rs./Quintal,19-08-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,1009 Kar,FAQ,"4,500.00","4,900.00","4,700.00",Rs./Quintal,18-08-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,Fine,FAQ,"4,300.00","4,500.00","4,400.00",Rs./Quintal,18-08-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,1009 Kar,FAQ,"4,500.00","5,000.00","4,700.00",Rs./Quintal,16-08-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,Fine,FAQ,"4,300.00","4,500.00","4,400.00",Rs./Quintal,16-08-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,1009 Kar,FAQ,"4,600.00","5,000.00","4,800.00",Rs./Quintal,14-08-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,Fine,FAQ,"4,400.00","4,600.00","4,500.00",Rs./Quintal,14-08-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,1009 Kar,FAQ,"4,600.00","5,000.00","4,800.00",Rs./Quintal,13-08-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,Fine,FAQ,"4,400.00","4,600.00","4,500.00",Rs./Quintal,13-08-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,1009 Kar,FAQ,"4,600.00","5,000.00","4,800.00",Rs./Quintal,12-08-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,Fine,FAQ,"4,200.00","4,400.00","4,300.00",Rs./Quintal,12-08-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,1009 Kar,FAQ,"4,400.00","4,800.00","4,600.00",Rs./Quintal,11-08-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,Fine,FAQ,"4,200.00","4,400.00","4,300.00",Rs./Quintal,11-08-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,1009 Kar,FAQ,"4,500.00","4,900.00","4,700.00",Rs./Quintal,09-08-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,Fine,FAQ,"4,300.00","4,500.00","4,400.00",Rs./Quintal,09-08-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,1009 Kar,FAQ,"4,600.00","5,000.00","4,800.00",Rs./Quintal,07-08-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,Fine,FAQ,"4,200.00","4,450.00","4,300.00",Rs./Quintal,07-08-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,1009 Kar,FAQ,"4,600.00","4,950.00","4,800.00",Rs./Quintal,06-08-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,Fine,FAQ,"4,400.00","4,600.00","4,500.00",Rs./Quintal,06-08-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,1009 Kar,FAQ,"4,500.00","4,900.00","4,700.00",Rs./Quintal,05-08-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,Fine,FAQ,"4,300.00","4,500.00","4,400.00",Rs./Quintal,05-08-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,1009 Kar,FAQ,"4,500.00","4,900.00","4,700.00",Rs./Quintal,04-08-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,Fine,FAQ,"4,300.00","4,500.00","4,400.00",Rs./Quintal,04-08-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,1009 Kar,FAQ,"4,500.00","4,900.00","4,700.00",Rs./Quintal,02-08-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,Fine,FAQ,"4,300.00","4,500.00","4,400.00",Rs./Quintal,02-08-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,1009 Kar,FAQ,"4,400.00","4,800.00","4,600.00",Rs./Quintal,01-08-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,Fine,FAQ,"4,200.00","4,400.00","4,300.00",Rs./Quintal,01-08-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,1009 Kar,FAQ,"4,600.00","5,000.00","4,800.00",Rs./Quintal,31-07-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,Fine,FAQ,"4,400.00","4,600.00","4,500.00",Rs./Quintal,31-07-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,1009 Kar,FAQ,"4,400.00","4,800.00","4,600.00",Rs./Quintal,30-07-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,Fine,FAQ,"4,200.00","4,400.00","4,300.00",Rs./Quintal,30-07-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,1009 Kar,FAQ,"4,400.00","4,800.00","4,600.00",Rs./Quintal,29-07-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,Fine,FAQ,"4,200.00","4,400.00","4,300.00",Rs./Quintal,29-07-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,1009 Kar,FAQ,"4,600.00","4,950.00","4,800.00",Rs./Quintal,28-07-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,Fine,FAQ,"4,400.00","4,600.00","4,500.00",Rs./Quintal,28-07-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,1009 Kar,FAQ,"4,600.00","4,950.00","4,800.00",Rs./Quintal,26-07-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,Fine,FAQ,"4,400.00","4,600.00","4,500.00",Rs./Quintal,26-07-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,1009 Kar,FAQ,"4,600.00","4,950.00","4,800.00",Rs./Quintal,25-07-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,Fine,FAQ,"4,400.00","4,600.00","4,500.00",Rs./Quintal,25-07-2025
Andhra Pradesh,Krishna,Tiruvuru APMC,Cereals,Rice,1009 Kar,FAQ,"4,400.00","4,800.00","4,600.00",Rs./Quintal,24-07-2025
