,,,,,,Daily Price Report-01-01-2025 to 31-12-2025 for Andhra Pradesh,,,,,
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"7,500.00","10,000.00","8,500.00",Rs./Quintal,21-08-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"7,500.00","10,000.00","8,500.00",Rs./Quintal,20-08-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"7,500.00","10,000.00","8,500.00",Rs./Quintal,19-08-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"7,500.00","10,000.00","8,500.00",Rs./Quintal,18-08-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"7,500.00","10,000.00","8,500.00",Rs./Quintal,17-08-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"7,500.00","10,000.00","8,500.00",Rs./Quintal,16-08-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"7,500.00","10,000.00","8,500.00",Rs./Quintal,14-08-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"7,500.00","10,000.00","8,500.00",Rs./Quintal,13-08-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"7,509.00","10,000.00","8,500.00",Rs./Quintal,12-08-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"7,509.00","10,000.00","8,500.00",Rs./Quintal,11-08-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"7,500.00","10,000.00","8,500.00",Rs./Quintal,10-08-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"7,500.00","10,000.00","8,500.00",Rs./Quintal,09-08-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"7,500.00","10,000.00","8,500.00",Rs./Quintal,08-08-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"7,500.00","10,000.00","8,500.00",Rs./Quintal,07-08-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"7,500.00","10,000.00","8,500.00",Rs./Quintal,06-08-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"7,500.00","10,000.00","8,500.00",Rs./Quintal,05-08-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"7,500.00","10,000.00","8,500.00",Rs./Quintal,04-08-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"7,500.00","10,000.00","8,500.00",Rs./Quintal,03-08-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"7,500.00","10,000.00","8,500.00",Rs./Quintal,02-08-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"7,500.00","10,000.00","8,500.00",Rs./Quintal,01-08-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"7,500.00","10,000.00","8,500.00",Rs./Quintal,31-07-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"7,500.00","10,000.00","8,500.00",Rs./Quintal,30-07-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"7,500.00","10,000.00","8,500.00",Rs./Quintal,29-07-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"7,500.00","10,000.00","8,500.00",Rs./Quintal,28-07-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"7,500.00","10,000.00","8,500.00",Rs./Quintal,26-07-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"7,500.00","10,000.00","8,500.00",Rs./Quintal,25-07-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"7,500.00","10,000.00","8,500.00",Rs./Quintal,24-07-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"7,500.00","10,000.00","8,500.00",Rs./Quintal,23-07-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Medium,"7,500.00","10,000.00","8,000.00",Rs./Quintal,22-07-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"7,500.00","10,000.00","8,500.00",Rs./Quintal,21-07-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"7,500.00","10,000.00","8,500.00",Rs./Quintal,18-07-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"7,500.00","10,000.00","8,500.00",Rs./Quintal,17-07-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"7,500.00","10,000.00","8,500.00",Rs./Quintal,16-07-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"7,500.00","10,000.00","8,000.00",Rs./Quintal,15-07-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"7,500.00","10,000.00","8,500.00",Rs./Quintal,14-07-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"7,500.00","10,000.00","8,000.00",Rs./Quintal,13-07-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"7,500.00","10,000.00","8,000.00",Rs./Quintal,12-07-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"7,500.00","10,000.00","8,500.00",Rs./Quintal,11-07-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"7,500.00","10,000.00","8,500.00",Rs./Quintal,10-07-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"7,500.00","10,000.00","8,500.00",Rs./Quintal,09-07-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"7,500.00","10,000.00","8,500.00",Rs./Quintal,08-07-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"7,500.00","10,000.00","8,500.00",Rs./Quintal,07-07-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"7,509.00","10,000.00","8,500.00",Rs./Quintal,05-07-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"7,500.00","10,000.00","8,500.00",Rs./Quintal,04-07-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"7,509.00","10,000.00","8,500.00",Rs./Quintal,03-07-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"7,500.00","10,000.00","8,500.00",Rs./Quintal,02-07-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"7,500.00","10,000.00","9,000.00",Rs./Quintal,01-07-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"7,500.00","10,000.00","8,500.00",Rs./Quintal,30-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"7,500.00","10,000.00","8,500.00",Rs./Quintal,28-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"7,500.00","10,000.00","8,500.00",Rs./Quintal,27-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"7,500.00","10,000.00","8,500.00",Rs./Quintal,26-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,25-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,24-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,23-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,21-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"7,500.00","10,000.00","9,000.00",Rs./Quintal,20-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,19-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,18-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,17-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,16-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,13-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,12-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,11-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,10-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,09-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,07-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,06-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"7,500.00","10,009.00","9,000.00",Rs./Quintal,05-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,04-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,03-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,02-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,31-05-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,30-05-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,29-05-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,28-05-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,27-05-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,26-05-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,25-05-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,24-05-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,23-05-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,22-05-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"7,500.00","10,000.00","8,500.00",Rs./Quintal,21-05-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,20-05-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,18-05-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,17-05-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"7,500.00","10,000.00","8,500.00",Rs./Quintal,16-05-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,15-05-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,14-05-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,13-05-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,12-05-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,11-05-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,10-05-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,09-05-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,08-05-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,07-05-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,06-05-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,090.00","9,000.00",Rs./Quintal,05-05-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,03-05-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,02-05-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,01-05-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,30-04-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,29-04-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,28-04-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,27-04-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,26-04-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,25-04-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,24-04-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,23-04-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,22-04-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,21-04-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Banana,Bhushavali(Pacha),Small,"8,000.00","10,000.00","9,000.00",Rs./Quintal,20-04-2025
